JEE Main %,JEE Advanced %,Mock Avg %,School Board,HSC %,Attempts,Coaching,Study Hour Bin,Family Income,Parent Education,Location Type,Peer Pressure Level,Mental Health,Admission,Dropout
97.26,68.23,71.97,CBSE,85.22,1,Self Study,Very Low,Mid,SSLC,Rural,Low,Yes,Yes,0
75.92,52.96,77.13,CBSE,77.92,2,Allen,High,Low,PG,Semi-Urban,Medium,No,No,1
65.21,68.66,72.89,ICSE,87.12,1,FIITJEE,Low,High,SSLC,Rural,Low,No,No,0
69.35,35.32,73.43,CBSE,66.04,1,Self Study,Medium,High,Graduate,Urban,Low,Yes,Yes,0
50.68,52.23,54.96,CBSE,65.83,1,Self Study,Low,Mid,HSC,Urban,High,Yes,Yes,0
71.77,52.92,51.94,State,71.76,1,Self Study,Low,Mid,SSLC,Semi-Urban,Low,No,No,0
55.53,48.7,81.84,CBSE,76.46,2,Allen,Medium,High,SSLC,Urban,High,Yes,No,0
89.43,53.59,62.68,CBSE,86.93,2,Allen,Low,Low,Graduate,Semi-Urban,Medium,Yes,No,1
64.07,65.77,35.33,ICSE,84.37,2,Allen,Low,Low,Graduate,Semi-Urban,High,Yes,Yes,0
85.24,67.84,63.86,State,78.54,2,Self Study,High,Mid,SSLC,Semi-Urban,High,Yes,Yes,0
77.79,72.7,70.19,ICSE,68.5,2,Self Study,Low,High,SSLC,Rural,Low,No,Yes,0
100.0,61.39,52.8,ICSE,77.25,2,Self Study,Very Low,High,HSC,Rural,High,Yes,Yes,0
71.63,68.88,68.49,CBSE,71.61,1,FIITJEE,Low,Mid,Graduate,Urban,High,No,Yes,0
100.0,67.63,77.92,CBSE,72.41,2,FIITJEE,Low,Low,PG,Semi-Urban,High,No,Yes,0
78.66,73.16,72.24,CBSE,78.21,1,Allen,High,Low,Graduate,Rural,Low,No,No,1
54.36,59.83,76.4,ICSE,71.29,2,Allen,Low,Low,Graduate,Semi-Urban,High,No,Yes,0
87.48,67.97,49.05,State,70.11,1,Local,Medium,High,Graduate,Urban,Low,No,No,0
80.4,67.78,62.5,State,68.91,2,Allen,High,High,Graduate,Urban,Medium,Yes,Yes,0
59.95,49.11,81.17,CBSE,78.61,1,Allen,Very High,Mid,HSC,Urban,Low,No,No,0
61.94,58.38,76.11,ICSE,87.59,1,Local,Medium,High,Graduate,Urban,Medium,No,Yes,0
80.51,78.77,67.57,ICSE,75.34,1,FIITJEE,High,Mid,PG,Rural,High,No,Yes,0
73.37,84.44,55.46,CBSE,95.25,1,Self Study,High,High,HSC,Urban,Low,No,No,0
83.17,56.39,86.69,State,57.56,1,Allen,High,Low,HSC,Rural,High,Yes,Yes,0
70.16,97.87,61.45,CBSE,81.57,1,FIITJEE,Low,Mid,HSC,Rural,High,Yes,Yes,0
83.89,58.42,67.14,CBSE,59.25,2,Allen,Medium,Low,PG,Urban,Medium,Yes,Yes,0
66.19,82.37,100.0,State,87.62,2,FIITJEE,Low,High,HSC,Urban,Medium,Yes,Yes,0
73.43,34.34,58.85,ICSE,84.39,1,FIITJEE,Low,Low,Graduate,Rural,Medium,No,Yes,0
78.0,91.51,74.66,ICSE,66.72,1,Local,Medium,High,PG,Urban,Medium,No,No,0
59.04,81.56,62.99,ICSE,70.22,1,Allen,Medium,Mid,HSC,Semi-Urban,Low,Yes,Yes,0
82.23,86.58,61.38,CBSE,98.92,2,Self Study,Low,Mid,SSLC,Rural,Medium,Yes,Yes,0
45.54,77.67,87.22,CBSE,52.93,2,Allen,Medium,Low,Graduate,Semi-Urban,Low,Yes,Yes,0
75.15,66.55,56.09,CBSE,86.72,2,Allen,High,Low,Graduate,Rural,Medium,Yes,No,1
84.59,67.27,39.73,ICSE,85.82,1,Self Study,High,Low,PG,Urban,Low,Yes,Yes,0
52.48,67.93,59.53,CBSE,82.04,1,Self Study,Medium,Low,Graduate,Urban,High,No,Yes,0
77.32,44.41,67.15,ICSE,64.59,2,Allen,Low,Low,Graduate,Semi-Urban,High,No,No,1
90.26,65.82,65.93,CBSE,94.74,1,Local,Medium,High,Graduate,Rural,Medium,No,No,0
53.24,96.34,78.75,ICSE,73.63,2,Self Study,Medium,Low,SSLC,Urban,Low,Yes,Yes,0
79.25,69.8,79.88,CBSE,77.97,2,FIITJEE,Medium,Low,HSC,Rural,Low,No,Yes,0
68.04,35.09,71.93,ICSE,65.71,1,Allen,Medium,Low,PG,Semi-Urban,High,No,Yes,0
69.54,83.68,48.94,CBSE,73.04,1,Local,Medium,Low,PG,Rural,Medium,Yes,Yes,0
77.24,70.83,76.15,ICSE,77.87,1,Allen,Low,Low,Graduate,Semi-Urban,High,No,Yes,0
61.71,75.13,71.45,CBSE,93.15,2,Local,Low,High,PG,Urban,Low,No,No,0
39.52,61.17,79.98,State,60.71,2,FIITJEE,Low,Low,SSLC,Semi-Urban,Low,No,No,1
85.08,86.36,84.13,State,59.64,1,Allen,Low,Mid,HSC,Semi-Urban,Low,No,No,0
70.28,69.53,58.06,CBSE,80.97,2,Local,,Low,SSLC,Semi-Urban,High,Yes,No,1
65.99,48.45,50.58,CBSE,84.69,1,FIITJEE,High,Mid,HSC,Urban,Medium,Yes,Yes,0
70.66,43.52,87.21,CBSE,71.46,1,FIITJEE,Low,Mid,SSLC,Urban,Medium,Yes,No,0
48.58,68.69,75.35,ICSE,85.12,2,Self Study,Very High,Low,PG,Rural,Medium,No,No,1
66.81,75.57,77.78,ICSE,69.89,1,Allen,Medium,Low,SSLC,Rural,Low,Yes,Yes,0
83.67,64.29,80.69,State,83.14,2,Local,Low,Mid,PG,Urban,High,No,Yes,0
60.1,22.17,71.86,CBSE,53.18,1,Self Study,Low,High,PG,Semi-Urban,Low,No,Yes,0
67.08,50.03,87.55,State,76.45,2,Allen,Medium,High,SSLC,Semi-Urban,Low,No,No,0
97.12,50.32,44.6,CBSE,82.52,1,FIITJEE,High,Low,HSC,Rural,Low,Yes,Yes,0
97.45,68.46,60.37,State,90.63,2,Local,Low,Mid,Graduate,Rural,Low,No,Yes,0
45.82,72.64,56.15,ICSE,59.93,1,Self Study,Low,High,Graduate,Semi-Urban,Medium,No,No,0
71.47,75.36,82.59,State,71.0,2,Allen,Low,Mid,Graduate,Rural,Low,No,Yes,0
78.12,63.7,62.24,State,56.04,2,FIITJEE,Medium,Low,SSLC,Urban,Low,Yes,Yes,0
76.52,90.65,60.44,State,94.55,1,FIITJEE,Medium,High,SSLC,Rural,Low,Yes,Yes,0
54.19,76.47,80.46,ICSE,75.14,1,FIITJEE,Low,Mid,SSLC,Rural,Low,No,Yes,0
51.32,61.19,65.51,State,71.98,2,Self Study,Medium,Low,Graduate,Semi-Urban,Low,No,No,1
76.71,48.9,84.4,CBSE,70.28,1,Self Study,Low,Low,Graduate,Urban,Medium,No,Yes,0
83.88,89.15,85.61,State,77.62,2,Self Study,Very Low,Mid,Graduate,Rural,High,Yes,Yes,1
45.24,70.84,60.56,State,74.28,2,Self Study,High,Mid,HSC,Urban,Low,Yes,Yes,0
96.49,94.24,71.53,CBSE,61.61,1,Self Study,Medium,Mid,SSLC,Rural,Low,Yes,Yes,0
68.94,45.37,50.12,State,67.27,2,Local,Low,Low,SSLC,Urban,Low,Yes,No,1
93.7,66.8,62.29,CBSE,81.86,2,Local,High,Mid,HSC,Urban,Medium,Yes,No,0
78.02,60.67,67.6,CBSE,56.42,2,Local,Medium,High,Graduate,Semi-Urban,Medium,Yes,No,0
75.28,59.28,65.18,CBSE,80.99,1,Self Study,Medium,Mid,SSLC,Rural,Low,Yes,Yes,0
94.38,47.99,71.35,CBSE,79.15,1,Self Study,Medium,Low,PG,Semi-Urban,High,No,No,1
65.58,72.28,75.82,State,73.75,2,FIITJEE,Medium,High,PG,Urban,Low,No,Yes,0
67.92,53.74,78.9,ICSE,85.92,2,Allen,Low,Low,Graduate,Rural,Low,Yes,Yes,0
83.79,73.48,77.51,State,86.62,1,Local,Low,Low,Graduate,Urban,High,No,No,1
68.58,56.45,69.55,ICSE,66.02,2,FIITJEE,High,High,SSLC,Semi-Urban,Low,No,No,0
57.98,79.82,52.25,CBSE,69.65,2,Local,Low,High,PG,Rural,High,Yes,Yes,0
71.28,77.24,53.59,ICSE,94.71,1,Local,Low,High,HSC,Semi-Urban,High,No,No,0
58.99,67.25,94.43,ICSE,76.58,2,FIITJEE,Very Low,Mid,PG,Urban,High,No,Yes,1
63.14,55.05,46.53,ICSE,80.26,2,Allen,High,High,Graduate,Urban,Low,No,Yes,0
74.04,53.27,83.27,CBSE,72.41,2,FIITJEE,Very Low,Mid,HSC,Rural,High,No,Yes,1
72.29,37.75,60.92,ICSE,65.03,2,Allen,High,High,HSC,Semi-Urban,High,No,No,0
60.12,85.1,68.29,State,87.07,2,Allen,Very Low,High,PG,Rural,Low,Yes,Yes,0
53.31,55.05,48.43,CBSE,66.25,2,Self Study,Medium,Low,SSLC,Rural,Low,No,No,1
77.71,48.58,72.53,ICSE,63.84,1,Allen,Medium,High,Graduate,Urban,High,No,No,0
94.02,71.07,94.3,State,86.18,1,Local,Medium,High,SSLC,Semi-Urban,High,Yes,Yes,0
71.12,63.18,84.28,CBSE,87.79,1,FIITJEE,Very Low,Low,HSC,Semi-Urban,Low,Yes,Yes,0
83.89,61.79,62.46,ICSE,81.19,1,Allen,Low,Mid,PG,Semi-Urban,Medium,Yes,No,0
35.32,69.21,79.01,State,69.56,2,Local,Medium,High,HSC,Rural,Medium,Yes,Yes,0
89.3,57.91,76.04,State,71.73,1,Local,Medium,High,Graduate,Urban,High,No,No,0
61.31,52.3,70.74,ICSE,65.93,2,Local,Low,Low,PG,Semi-Urban,High,Yes,Yes,0
96.57,46.95,72.77,State,82.85,2,FIITJEE,Very High,Mid,HSC,Urban,Medium,Yes,Yes,0
74.3,72.14,86.25,State,70.22,1,Allen,Medium,Mid,PG,Rural,High,Yes,Yes,0
74.67,71.15,80.28,State,62.07,2,Self Study,Low,High,HSC,Urban,High,No,Yes,0
70.21,71.38,79.11,CBSE,62.99,2,Allen,Very Low,Low,SSLC,Rural,Medium,Yes,Yes,0
100.0,85.58,59.44,CBSE,77.42,1,Local,Medium,High,PG,Urban,Low,No,No,0
81.57,57.95,39.57,ICSE,80.09,1,Self Study,Medium,High,PG,Rural,Low,No,Yes,0
65.24,98.43,80.53,ICSE,69.08,1,Allen,Medium,Low,PG,Rural,Medium,Yes,No,1
76.01,74.41,50.82,State,80.28,2,Local,Low,High,Graduate,Rural,High,Yes,Yes,0
92.9,76.96,69.42,CBSE,65.23,2,Local,High,Mid,SSLC,Urban,Low,No,Yes,0
100.0,72.91,69.72,CBSE,86.41,2,Local,Very High,Low,SSLC,Semi-Urban,Low,No,No,1
49.41,86.39,64.94,State,77.09,1,Self Study,Medium,Low,Graduate,Rural,Medium,Yes,No,1
85.39,72.32,57.07,State,91.96,2,Allen,Medium,Mid,SSLC,Rural,Low,Yes,Yes,0
74.89,54.96,79.32,CBSE,67.3,2,Allen,Low,Low,SSLC,Semi-Urban,Medium,Yes,No,1
80.21,58.62,77.91,State,80.06,1,Local,Low,Mid,SSLC,Rural,Medium,No,No,0
55.29,66.51,82.79,CBSE,54.93,1,FIITJEE,Low,Low,HSC,Semi-Urban,High,No,No,1
59.42,81.66,61.41,CBSE,64.37,1,Self Study,Medium,High,Graduate,Rural,High,No,Yes,0
59.42,64.12,71.01,State,83.21,2,FIITJEE,High,Mid,Graduate,Rural,High,No,No,0
60.44,30.13,82.04,ICSE,69.19,1,Allen,Low,High,SSLC,Urban,Medium,Yes,No,0
95.38,52.4,64.09,ICSE,66.83,1,Allen,Low,Mid,PG,Rural,Medium,Yes,Yes,0
65.75,76.33,55.72,CBSE,60.27,2,Allen,Medium,Low,PG,Rural,Low,No,Yes,0
75.77,87.48,88.1,State,54.54,2,Allen,Medium,Low,PG,Rural,Medium,No,No,1
87.9,48.74,72.83,State,78.22,1,FIITJEE,Medium,High,PG,Rural,Medium,No,Yes,0
79.79,86.45,66.22,ICSE,73.57,2,Self Study,Medium,High,PG,Urban,High,Yes,No,0
72.78,53.03,79.17,CBSE,70.23,2,FIITJEE,High,Mid,SSLC,Semi-Urban,High,Yes,No,0
72.05,65.75,67.91,CBSE,70.01,2,Allen,Low,Low,Graduate,Urban,Low,Yes,Yes,0
73.01,92.22,83.6,CBSE,61.12,1,Allen,High,Low,SSLC,Urban,High,Yes,Yes,0
81.96,57.58,68.04,CBSE,86.05,2,Allen,Low,High,SSLC,Rural,Low,No,Yes,0
82.73,61.17,52.83,ICSE,71.38,1,FIITJEE,Medium,Mid,PG,Rural,Medium,Yes,Yes,0
46.36,60.51,63.05,State,70.73,1,FIITJEE,Very Low,High,HSC,Urban,High,No,No,1
53.63,77.46,57.6,State,78.43,2,Allen,High,High,Graduate,Urban,High,Yes,No,0
70.37,75.23,85.15,ICSE,79.88,2,FIITJEE,Medium,Mid,Graduate,Semi-Urban,Low,Yes,Yes,0
100.0,68.34,77.85,State,78.96,2,Allen,Low,Low,Graduate,Semi-Urban,High,Yes,Yes,0
65.96,48.0,75.32,State,64.57,2,Allen,Low,Mid,PG,Semi-Urban,Medium,Yes,Yes,0
100.0,43.53,69.07,State,67.05,1,Self Study,High,Low,SSLC,Urban,Medium,No,Yes,0
76.24,84.75,55.78,CBSE,63.63,1,FIITJEE,Very Low,Mid,Graduate,Semi-Urban,Low,Yes,No,0
58.65,38.77,55.07,CBSE,59.59,1,FIITJEE,Low,Mid,PG,Urban,High,Yes,No,0
58.87,58.32,68.82,CBSE,71.0,1,Local,Medium,High,HSC,Rural,High,No,Yes,0
80.87,84.37,90.82,ICSE,90.11,1,FIITJEE,Very High,Low,SSLC,Rural,High,No,No,1
66.6,62.83,77.05,ICSE,72.03,2,FIITJEE,Low,Mid,PG,Rural,Low,No,Yes,0
72.48,62.39,53.74,State,74.63,1,Allen,Medium,Low,SSLC,Semi-Urban,Medium,No,Yes,0
91.05,57.09,74.56,ICSE,83.32,1,Self Study,Very Low,Low,SSLC,Urban,Medium,No,No,1
77.0,68.17,52.31,ICSE,85.07,2,FIITJEE,Medium,Mid,HSC,Urban,Medium,No,Yes,0
70.83,40.32,68.23,CBSE,72.19,1,Local,High,Mid,SSLC,Rural,Medium,No,No,0
57.05,65.34,75.3,ICSE,71.02,2,Local,Medium,High,SSLC,Semi-Urban,Low,Yes,No,0
87.76,61.24,81.35,State,96.17,1,Local,Very Low,Mid,PG,Semi-Urban,Low,No,Yes,0
67.86,95.07,59.72,State,69.61,1,Allen,Low,High,Graduate,Rural,Medium,Yes,Yes,0
81.12,69.77,70.62,State,82.13,2,Self Study,Low,High,PG,Rural,Medium,Yes,Yes,0
69.55,81.34,59.33,ICSE,81.94,2,Allen,Medium,High,SSLC,Urban,High,Yes,Yes,0
71.48,71.18,67.16,State,54.19,2,Local,Medium,Mid,Graduate,Urban,Low,Yes,Yes,0
87.48,91.43,58.41,ICSE,70.41,2,Local,Medium,High,SSLC,Semi-Urban,Low,No,No,0
81.03,60.53,56.12,ICSE,92.31,2,Local,Very High,Mid,HSC,Rural,Low,No,No,0
71.07,87.05,62.78,CBSE,72.24,2,Self Study,Medium,Mid,Graduate,Urban,Medium,Yes,Yes,0
63.44,65.71,45.27,CBSE,73.91,2,Self Study,Medium,High,PG,Rural,Low,Yes,No,0
80.21,32.16,58.15,ICSE,78.86,1,Allen,Medium,Mid,HSC,Urban,Low,Yes,Yes,0
72.09,100.0,92.37,CBSE,84.53,1,Local,Medium,Mid,SSLC,Semi-Urban,Medium,Yes,No,0
86.93,43.61,67.64,CBSE,82.06,2,Allen,High,Mid,PG,Semi-Urban,Medium,Yes,No,0
65.7,63.5,76.71,State,73.81,1,Allen,Medium,Low,PG,Rural,Low,Yes,Yes,0
61.08,43.26,76.39,ICSE,76.19,1,Allen,High,Mid,PG,Urban,Low,Yes,Yes,0
62.89,92.82,62.98,ICSE,65.51,1,Self Study,Medium,Low,SSLC,Rural,High,No,No,1
83.52,99.36,58.48,ICSE,82.91,1,FIITJEE,Very Low,Low,PG,Rural,Medium,Yes,Yes,0
92.95,77.84,81.59,ICSE,71.48,2,Self Study,High,Mid,SSLC,Urban,Medium,No,No,0
53.58,58.76,55.38,ICSE,72.37,2,Self Study,Medium,Low,HSC,Semi-Urban,Medium,Yes,No,1
74.77,73.14,66.45,State,67.55,1,FIITJEE,High,Mid,Graduate,Urban,High,No,Yes,0
80.28,59.68,60.21,ICSE,81.51,1,Allen,Medium,Low,SSLC,Semi-Urban,Medium,No,Yes,0
76.78,50.08,72.28,State,79.87,1,FIITJEE,Medium,High,PG,Urban,High,No,Yes,0
63.56,58.56,68.18,ICSE,71.91,2,FIITJEE,Low,High,HSC,Semi-Urban,High,No,Yes,0
65.23,69.11,59.03,State,79.76,1,Local,Medium,Low,Graduate,Rural,Medium,No,No,1
72.04,70.99,70.47,CBSE,70.94,1,Allen,Medium,Mid,Graduate,Semi-Urban,Medium,No,No,0
69.83,99.24,53.23,CBSE,76.32,2,Local,Very Low,High,SSLC,Semi-Urban,High,No,Yes,0
70.76,54.68,63.35,State,64.73,1,Self Study,Very Low,Mid,Graduate,Semi-Urban,Low,Yes,Yes,0
83.86,70.56,71.52,ICSE,80.91,1,Local,Medium,Mid,SSLC,Semi-Urban,High,Yes,No,0
78.83,71.37,64.32,ICSE,84.97,1,Local,Low,Mid,PG,Urban,Low,Yes,Yes,0
78.97,47.99,65.32,State,70.69,2,FIITJEE,Medium,Mid,HSC,Rural,Low,No,No,0
78.67,74.01,66.51,ICSE,71.3,1,Local,Low,High,Graduate,Urban,Low,No,Yes,0
86.56,37.49,88.58,State,77.75,2,Self Study,Medium,Low,HSC,Rural,High,No,Yes,0
86.35,73.12,71.48,ICSE,74.11,1,FIITJEE,Medium,High,Graduate,Semi-Urban,Low,Yes,No,0
76.38,96.82,81.49,CBSE,62.3,1,Local,Medium,High,Graduate,Rural,High,Yes,Yes,0
52.55,45.98,44.69,ICSE,91.42,2,Allen,Medium,Mid,PG,Rural,High,No,No,0
58.25,79.45,72.85,State,67.78,2,Local,High,Mid,Graduate,Urban,Low,No,Yes,0
66.35,59.7,70.16,CBSE,78.47,2,Allen,Very Low,Mid,HSC,Urban,High,No,Yes,1
45.29,48.79,67.03,CBSE,65.1,1,Allen,Medium,Low,SSLC,Rural,Medium,No,Yes,0
69.46,74.37,68.07,State,77.23,2,Self Study,Low,Mid,HSC,Rural,Low,Yes,Yes,0
66.78,80.58,72.63,State,84.76,2,FIITJEE,Very High,Mid,PG,Semi-Urban,Low,Yes,Yes,0
68.47,69.25,59.01,ICSE,84.21,2,Local,Medium,Mid,PG,Semi-Urban,Low,No,Yes,0
48.1,58.49,75.0,ICSE,78.0,2,FIITJEE,Low,Mid,SSLC,Urban,Medium,No,No,0
70.89,62.58,63.91,State,78.06,1,Self Study,Medium,High,PG,Semi-Urban,Low,Yes,No,0
65.9,79.76,88.93,State,61.75,1,Local,High,Mid,HSC,Urban,High,Yes,Yes,0
68.72,67.09,61.0,State,68.94,2,FIITJEE,Low,Low,Graduate,Urban,Medium,No,No,1
76.31,75.69,93.72,ICSE,69.47,2,Allen,Medium,Mid,HSC,Rural,Low,Yes,No,0
67.87,48.79,49.6,CBSE,76.57,2,FIITJEE,Low,High,Graduate,Urban,Medium,No,No,0
89.72,67.47,80.4,ICSE,74.73,2,Self Study,High,Mid,SSLC,Semi-Urban,High,No,Yes,0
80.23,58.71,74.05,State,84.47,2,Allen,Very Low,High,PG,Semi-Urban,Medium,No,Yes,0
77.85,36.25,68.38,State,73.86,2,Self Study,Very Low,High,HSC,Urban,High,No,No,1
49.0,54.2,54.91,CBSE,60.43,1,Self Study,High,Mid,PG,Semi-Urban,Medium,Yes,No,0
56.18,71.2,62.45,State,95.21,2,Local,Low,Low,PG,Urban,High,Yes,Yes,0
72.64,56.12,76.59,ICSE,84.04,2,Self Study,Medium,Mid,Graduate,Rural,High,Yes,No,0
77.45,49.8,54.74,ICSE,70.43,1,FIITJEE,Very Low,High,HSC,Urban,High,No,Yes,1
34.24,56.28,91.56,CBSE,83.16,1,Local,Medium,Mid,SSLC,Semi-Urban,High,No,Yes,0
92.87,61.38,81.2,State,84.39,2,FIITJEE,Medium,High,PG,Semi-Urban,High,Yes,Yes,0
78.79,40.91,85.93,State,75.63,2,Self Study,Low,High,PG,Semi-Urban,Low,Yes,No,0
54.86,45.69,73.25,State,77.85,1,Allen,High,Mid,SSLC,Urban,Low,No,Yes,0
76.91,50.35,62.72,CBSE,86.54,2,Allen,Very Low,High,SSLC,Urban,Low,Yes,Yes,0
65.84,89.07,70.72,ICSE,73.7,2,Local,High,Mid,HSC,Semi-Urban,Low,No,No,0
54.09,74.96,74.83,ICSE,77.55,1,FIITJEE,High,Low,Graduate,Rural,Low,Yes,No,1
34.15,80.31,75.76,CBSE,80.17,2,Self Study,Medium,High,SSLC,Rural,Low,No,No,0
62.31,55.5,67.56,CBSE,93.04,2,FIITJEE,Medium,High,SSLC,Urban,Medium,No,Yes,0
82.86,53.45,74.11,ICSE,85.76,2,Self Study,Low,High,SSLC,Urban,Low,Yes,No,0
41.58,88.95,81.69,ICSE,83.3,1,Self Study,Low,Mid,PG,Urban,High,Yes,No,0
84.18,73.69,68.39,ICSE,71.26,1,Local,Medium,Mid,Graduate,Urban,Medium,Yes,Yes,0
63.75,42.06,57.44,State,62.51,1,Local,Very High,Low,SSLC,Semi-Urban,High,Yes,No,1
80.68,60.34,73.72,State,73.2,1,Local,Low,High,PG,Semi-Urban,High,Yes,No,0
85.34,73.87,88.74,CBSE,68.44,1,FIITJEE,Medium,Mid,HSC,Urban,Medium,Yes,Yes,0
59.47,71.81,54.77,ICSE,76.74,1,Allen,Medium,High,Graduate,Urban,Low,Yes,Yes,0
63.82,51.57,68.87,State,78.21,2,FIITJEE,Medium,Mid,HSC,Rural,Medium,No,No,0
77.14,43.55,74.1,State,57.58,2,FIITJEE,Low,Mid,HSC,Rural,Low,Yes,Yes,0
62.55,78.56,82.1,ICSE,86.92,2,FIITJEE,Medium,Low,HSC,Semi-Urban,Medium,No,No,1
56.79,47.49,38.97,CBSE,90.55,1,Local,Very Low,Mid,SSLC,Urban,High,Yes,Yes,1
53.29,59.9,83.81,CBSE,68.47,2,Allen,Medium,High,PG,Rural,Medium,No,Yes,0
67.54,77.11,87.41,CBSE,66.72,2,Local,High,High,HSC,Semi-Urban,High,No,No,0
71.15,76.54,65.82,State,80.7,1,Self Study,High,Low,Graduate,Rural,Medium,No,Yes,0
79.81,75.59,64.63,State,89.77,1,Local,Medium,Low,SSLC,Rural,Medium,No,No,1
72.36,70.01,67.87,ICSE,57.7,1,Self Study,Medium,Low,HSC,Urban,High,Yes,No,1
76.3,88.78,73.73,ICSE,65.04,2,FIITJEE,Medium,Low,SSLC,Urban,Medium,Yes,Yes,0
52.69,86.95,64.59,CBSE,81.69,1,Allen,Very Low,High,SSLC,Semi-Urban,Low,Yes,Yes,0
77.04,77.74,83.79,State,61.99,1,FIITJEE,Low,High,Graduate,Rural,High,No,Yes,0
64.02,72.22,85.76,State,54.8,1,Allen,Very Low,Low,HSC,Urban,Low,No,Yes,0
44.34,63.53,75.14,State,65.51,2,Self Study,High,Low,SSLC,Urban,Medium,No,Yes,0
69.33,73.12,83.3,CBSE,59.11,2,FIITJEE,Low,Low,Graduate,Semi-Urban,Medium,Yes,No,1
78.63,46.08,83.38,State,65.95,2,Self Study,Medium,Mid,HSC,Urban,Low,No,No,0
42.79,92.37,81.79,ICSE,75.72,2,Allen,Very High,High,SSLC,Semi-Urban,High,Yes,No,0
59.78,82.92,65.82,CBSE,65.09,2,Self Study,Medium,Mid,SSLC,Semi-Urban,High,Yes,Yes,0
77.08,41.28,65.91,State,69.87,1,Allen,Very Low,Mid,Graduate,Urban,Low,No,Yes,0
70.98,69.42,55.0,State,89.93,1,Allen,Medium,Low,HSC,Semi-Urban,High,Yes,No,1
86.33,48.32,54.71,State,75.84,2,Self Study,Low,High,Graduate,Semi-Urban,High,Yes,No,0
93.91,41.11,73.51,CBSE,78.11,1,FIITJEE,Low,Low,SSLC,Rural,High,Yes,No,1
69.87,68.97,63.96,ICSE,81.25,1,Allen,High,High,HSC,Semi-Urban,Medium,No,Yes,0
59.26,60.33,52.19,ICSE,77.63,1,Local,Very Low,Low,SSLC,Semi-Urban,Low,Yes,Yes,0
63.63,79.81,64.01,State,87.59,2,Self Study,Very Low,Low,Graduate,Rural,Medium,Yes,No,1
67.51,58.8,87.62,State,71.81,2,Self Study,Medium,Mid,HSC,Rural,Low,No,No,0
61.03,73.67,53.68,State,87.4,2,FIITJEE,Low,Mid,SSLC,Rural,High,Yes,No,0
78.81,86.9,87.24,CBSE,72.18,2,Allen,Very Low,Low,SSLC,Semi-Urban,High,No,Yes,1
62.97,70.63,63.77,ICSE,73.87,2,Self Study,Medium,Low,Graduate,Urban,Low,No,No,1
76.61,74.65,67.34,CBSE,62.31,1,Self Study,Low,Mid,HSC,Urban,High,No,No,0
54.39,79.75,61.81,CBSE,68.17,1,Self Study,Low,Mid,PG,Rural,Low,No,No,0
59.94,60.93,62.85,ICSE,78.2,1,Local,Low,High,HSC,Urban,High,No,No,0
64.51,34.59,75.03,ICSE,50.0,1,Allen,Medium,High,SSLC,Rural,Medium,Yes,No,0
63.64,63.67,32.55,State,75.61,1,Self Study,Medium,High,PG,Rural,High,Yes,Yes,0
70.08,86.55,61.1,ICSE,73.25,1,FIITJEE,Low,Low,HSC,Semi-Urban,Low,No,Yes,0
65.06,41.52,65.3,State,73.49,2,Local,Low,High,SSLC,Rural,Medium,Yes,Yes,0
47.1,80.38,81.62,CBSE,72.28,2,Allen,Medium,High,HSC,Rural,Medium,No,Yes,0
90.78,40.15,64.33,CBSE,70.12,1,Local,High,Low,HSC,Rural,High,No,Yes,0
56.71,90.32,84.14,ICSE,67.77,1,Self Study,Low,High,PG,Rural,High,Yes,Yes,0
79.78,67.41,71.24,ICSE,87.52,1,Local,Low,Low,PG,Rural,High,Yes,No,1
63.4,54.69,86.25,ICSE,76.33,1,FIITJEE,High,High,HSC,Semi-Urban,Medium,No,No,0
66.74,57.38,90.29,CBSE,80.76,1,Allen,Medium,Mid,HSC,Urban,High,No,Yes,0
38.54,71.56,61.72,CBSE,67.32,2,FIITJEE,Low,Low,PG,Semi-Urban,High,Yes,No,1
61.81,93.86,66.55,State,68.94,1,Local,High,Low,Graduate,Rural,Low,No,No,1
76.98,79.08,71.14,State,72.15,2,FIITJEE,Low,Mid,PG,Rural,Medium,No,No,0
88.82,66.5,95.6,ICSE,89.1,1,Self Study,Low,Mid,Graduate,Semi-Urban,High,No,No,0
72.61,65.49,44.9,State,86.12,1,Self Study,Medium,High,HSC,Rural,Medium,No,No,0
89.93,58.07,58.24,State,75.06,2,Local,High,Low,PG,Semi-Urban,Low,Yes,No,1
74.75,61.01,60.08,CBSE,94.47,1,Self Study,Low,Low,SSLC,Semi-Urban,Medium,Yes,No,1
65.35,56.4,52.01,ICSE,61.64,1,Self Study,High,Low,SSLC,Rural,Low,Yes,Yes,0
60.73,85.89,60.17,ICSE,89.34,2,Self Study,Very Low,Mid,SSLC,Urban,Low,Yes,Yes,0
77.28,36.58,74.93,CBSE,72.11,1,Allen,Low,Mid,HSC,Rural,High,Yes,Yes,0
80.27,29.74,83.79,CBSE,89.48,1,Self Study,Medium,High,PG,Rural,High,Yes,No,0
64.68,65.59,61.3,ICSE,69.5,1,Local,Low,Low,PG,Urban,Medium,No,Yes,0
69.53,61.35,76.42,State,71.79,2,Self Study,High,Low,HSC,Semi-Urban,Low,No,Yes,0
69.12,80.26,83.58,CBSE,62.65,1,Local,Medium,Mid,Graduate,Urban,Low,No,Yes,0
69.64,59.71,66.59,CBSE,86.26,2,Local,Medium,Mid,SSLC,Rural,Low,No,Yes,0
